  -30.8969593      -94.4245377    
   122.085388       148.467728    
   68.6036072       36.2178154    
   148.870163       65.9992676    
   17.2325592       45.3204765    
  -100.198586       87.5340881    
  -7.48483324       145.458191    
   10.8524876       101.824814    
  -128.302811      -112.053833    
  -139.424164       73.4955521    
  -89.2017975      -70.7116699    
   68.0288162      -142.332596    
   25.4094963      -89.5485306    
  -102.284966      -76.0191422    
   130.716125       153.091049    
   16.0198975       14.4453154    
   126.640678       71.0318451    
   138.832657      -135.118866    
  -91.8256760      -76.3379211    
   83.0760727       61.1695824    
  -119.273613      -98.0683670    
   59.8581619       7.80672979    
   55.0234833      -91.8990097    
  -16.2898064       164.938675    
  -161.442810      -128.538162    
   12.9532299       42.6336479    
  -89.0846939      -144.654648    
   4.50149679      -128.149261    
  -30.5474262      -65.6990433    
   4.25153923       74.2456970    
  -82.0552444      -58.7333908    
   122.068840      -82.5974274    
   48.3126488      -112.741028    
   116.248154       100.303017    
   16.8632088      -164.221924    
   22.0009651      -52.9379196    
  -113.780693       161.507660    
  -123.092751      -24.2916470    
   23.7571354      -20.2995415    
   159.919952      -41.3361435    
  -100.155067      -90.6553726    
  -104.949348      -129.156448    
  -100.375145      -11.4141512    
   3.05731893       21.0729141    
  -1.68896055       77.9745636    
   62.6744423      -52.2915344    
  -88.2920685      -25.7242546    
   162.141098      -5.58388710    
   88.3366241      -141.456482    
   141.311646       5.05451679    
  -161.529312       155.404327    
  -88.6037064      -44.6992264    
  -91.3709183      -95.9091187    
  -153.573273      -59.2501335    
   47.7571068      -43.4127617    
  -128.014023      -109.177071    
   89.7319641      -22.1618843    
   36.3135033       3.87873650    
  -114.861198       125.201958    
   15.6934366      -126.428604    
  -4.88088608       97.6492310    
  -83.9237900     -0.834184408    
   79.8806992      -89.2157974    
  -147.289917       52.0157967    
  -70.4641953      -36.5585861    
   108.262329      -121.357285    
  -25.1943722       30.5095863    
  -23.4172268      -148.543777    
   148.041306       7.81726170    
  -79.2225876      -43.6294365    
   66.4272842      -152.964920    
   57.5808144       97.2502594    
  -156.039078      -55.5754814    
   145.683121       47.7958641    
  -51.3901291       70.0528336    
  -127.691513       8.81163502    
   131.740311      -22.0650101    
  -35.3415985      -7.24450064    
  -58.6905937      -45.4056664    
   44.6688080       54.3320045    
