   4.99999989E-03   0.00000000    
   1.49999997E-02   0.00000000    
   2.49999985E-02   0.00000000    
   3.50000001E-02   0.00000000    
   4.49999981E-02   0.00000000    
   5.49999960E-02   0.00000000    
   6.49999976E-02   0.00000000    
   7.50000030E-02   0.00000000    
   8.50000009E-02   0.00000000    
   9.49999988E-02   0.00000000    
  0.104999997       0.00000000    
  0.115000002       0.00000000    
  0.125000000       0.00000000    
  0.134999990       0.00000000    
  0.144999996       0.00000000    
  0.154999986       0.00000000    
  0.164999992       0.00000000    
  0.174999997       0.00000000    
  0.184999987       0.00000000    
  0.194999993       0.00000000    
  0.204999983       6.07831404E-02
  0.214999989       0.00000000    
  0.224999994       0.00000000    
  0.234999985       0.00000000    
  0.244999990       5.08593805E-02
  0.254999995       4.88649346E-02
  0.264999986      0.141063020    
  0.274999976       0.00000000    
  0.284999996       4.37212884E-02
  0.294999987       0.00000000    
  0.304999977       8.17086473E-02
  0.314999998       3.95573340E-02
  0.324999988       3.83402109E-02
  0.334999979       3.71957086E-02
  0.344999999       0.00000000    
  0.354999989       3.51001732E-02
  0.364999980      0.136554182    
  0.375000000       3.32281664E-02
  0.384999990       9.70954299E-02
  0.394999981       6.30913973E-02
  0.404999971       6.15336783E-02
  0.414999992       6.00509085E-02
  0.424999982       2.93189604E-02
  0.434999973       8.59349892E-02
  0.444999993      0.112005115    
  0.454999983      0.191700980    
  0.464999974      0.107187614    
  0.474999994      0.104930989    
  0.484999985      0.154151365    
  0.494999975      0.100691438    
  0.504999995       7.40232393E-02
  0.514999986       4.83904406E-02
  0.524999976      0.166140929    
  0.534999967      0.139744639    
  0.544999957      0.160043910    
  0.555000007      0.246965989    
  0.564999998       8.82163048E-02
  0.574999988      0.216705739    
  0.584999979      0.319501162    
  0.594999969      0.230363533    
  0.604999959      0.102979906    
  0.615000010      0.121566489    
  0.625000000      0.119621396    
  0.634999990      0.235475123    
  0.644999981      0.173868597    
  0.654999971      0.209261164    
  0.664999962      0.149901345    
  0.674999952      0.203061178    
  0.685000002      0.218287349    
  0.694999993      0.143430978    
  0.704999983      0.106047347    
  0.714999974      0.278837711    
  0.724999964      0.309366167    
  0.734999955      0.220390752    
  0.745000005      0.250884086    
  0.754999995      0.264064610    
  0.764999986      0.309478194    
  0.774999976      0.257250905    
  0.784999967      0.142859966    
  0.794999957      0.360493541    
  0.804999948      0.294100106    
  0.814999998      0.275201946    
  0.824999988      0.422903627    
  0.834999979      0.402916729    
  0.844999969      0.221193165    
  0.854999959      0.335196555    
  0.864999950      0.475374937    
  0.875000000      0.341775417    
  0.884999990      0.267515272    
  0.894999981      0.250603378    
  0.904999971      0.302908003    
  0.914999962      0.163417593    
  0.924999952      0.417597502    
  0.935000002      0.466437668    
  0.944999993      0.514245570    
  0.954999983      0.313144535    
  0.964999974      0.529412448    
  0.974999964      0.345062137    
  0.984999955      0.392159611    
  0.994999945      0.400742024    
   1.00500000      0.371956766    
   1.01499999      0.270082057    
   1.02499998      0.303914905    
   1.03499997      0.349136561    
